stu,skill,crtRatio
3255,105,0.3333333333333333
297,106,1.0
3113,9,0.0
154,18,0.6923076923076923
2195,33,1.0
269,33,1.0
3328,111,0.75
2313,67,1.0
2065,114,0.0
253,78,0.5
2421,45,1.0
3291,40,0.6666666666666666
155,81,0.5
3004,10,1.0
251,113,0.45454545454545453
2553,101,0.8
156,100,0.9
1531,102,1.0
351,75,0.3076923076923077
2830,23,0.8888888888888888
3320,75,0.625
159,64,1.0
2430,39,1.0
835,9,0.7777777777777778
3319,13,0.75
266,3,0.8461538461538461
3257,113,0.8
253,43,0.8461538461538461
27,47,0.6981132075471698
3327,78,0.6923076923076923
227,84,0.5
3096,9,0.875
840,55,1.0
3291,70,0.7916666666666666
3278,110,0.6666666666666666
1433,1,0.6428571428571429
1514,102,1.0
142,64,1.0
2413,39,1.0
677,7,0.6666666666666666
50,54,1.0
243,69,1.0
2607,1,0.0
2009,39,0.7
814,61,1.0
1031,64,0.36363636363636365
3323,26,1.0
3327,96,1.0
3307,71,0.75
2130,43,0.4230769230769231
3319,1,0.5517241379310345
449,32,0.0
1162,50,1.0
1129,65,0.0
1254,73,0.0
1959,54,1.0
33,54,1.0
1604,105,0.0
354,79,0.32
1145,74,1.0
3307,101,0.0
1979,92,1.0
830,59,1.0
3315,20,1.0
3326,64,1.0
1510,92,1.0
3299,65,0.625
1363,9,0.5
3289,70,0.47619047619047616
393,102,0.7333333333333333
1959,84,1.0
141,62,1.0
1036,22,0.0
177,116,0.6
3276,56,0.9090909090909091
3323,86,1.0
2043,59,1.0
1962,92,1.0
54,97,0.7
813,59,1.0
1234,95,0.0
3309,64,1.0
1493,92,1.0
344,59,1.0
19,5,0.3333333333333333
949,59,0.8888888888888888
238,26,1.0
551,84,0.0
793,51,1.0
349,116,0.8
516,6,0.6
432,116,0.5
3306,86,1.0
226,13,0.75
226,54,1.0
1423,12,0.6666666666666666
878,101,0.625
257,86,0.8181818181818182
1479,100,1.0
416,50,0.75
3289,86,1.0
37,57,0.7209302325581395
537,92,0.0
247,55,0.8
298,46,0.5
849,60,0.7142857142857143
2843,3,1.0
3210,96,0.3
2018,72,0.75
3269,91,0.8125
448,3,1.0
91,9,0.5
435,43,1.0
1131,43,1.0
863,10,0.68
1457,36,0.5454545454545454
2219,18,0.0
54,15,0.6
864,10,0.0
592,102,0.7692307692307693
449,111,0.8333333333333334
1685,6,1.0
1430,79,0.75
3311,75,0.8
608,106,0.6
1579,1,0.2857142857142857
200,79,0.0
262,100,0.7333333333333333
2932,65,1.0
551,21,0.5454545454545454
754,42,0.5
3256,74,1.0
226,15,0.8
3276,112,1.0
3258,20,1.0
416,96,0.9
1441,65,0.5333333333333333
855,117,1.0
1783,62,1.0
439,98,1.0
3275,7,0.7272727272727273
2017,86,1.0
330,58,1.0
3263,54,1.0
29,95,0.4444444444444444
3258,50,1.0
2033,54,1.0
2157,61,0.2
733,2,0.0
946,98,0.6
3267,60,0.8333333333333334
3279,22,1.0
327,7,0.14285714285714285
1980,61,0.5
960,106,0.75
2969,114,0.42857142857142855
2016,54,1.0
1739,9,0.6
2566,75,1.0
1547,54,1.0
41,27,0.75
142,31,0.75
1970,47,0.9523809523809523
37,61,0.5
498,56,0.0
1999,54,1.0
243,65,0.7777777777777778
2358,56,0.8
850,21,1.0
259,10,0.9090909090909091
1967,0,0.6666666666666666
1251,65,0.7096774193548387
134,25,0.0
2428,22,0.0
817,43,0.9090909090909091
2660,20,0.0
841,57,1.0
405,71,0.3333333333333333
3108,96,1.0
939,66,0.0
392,94,1.0
220,79,0.10526315789473684
2383,49,0.6666666666666666
242,10,0.9090909090909091
125,61,0.0
142,91,0.875
2768,15,1.0
946,57,1.0
2779,59,1.0
2893,23,1.0
1975,6,1.0
415,67,0.7272727272727273
146,74,1.0
2087,54,1.0
631,42,1.0
242,33,0.75
3091,96,1.0
37,34,1.0
2043,26,0.5
21,79,0.5
267,116,1.0
154,6,1.0
2290,10,0.0
125,91,0.25
2310,47,0.0
330,75,0.08333333333333333
428,77,0.6666666666666666
1958,6,1.0
2277,104,0.0
1035,78,0.0
1258,83,0.0
1500,9,0.0
2085,64,0.8
385,75,0.5714285714285714
148,66,0.8333333333333334
3047,86,0.7
266,100,0.8333333333333334
281,40,0.8
3,17,0.0
1512,51,1.0
148,50,1.0
918,2,0.0
3326,4,1.0
253,8,0.6923076923076923
28,100,1.0
1339,0,0.5789473684210527
2621,39,1.0
3276,66,0.6666666666666666
3322,54,0.8333333333333334
27,38,1.0
2529,29,1.0
154,88,0.5714285714285714
420,59,0.7142857142857143
132,112,1.0
730,86,0.8
3321,110,1.0
3260,10,0.8571428571428571
1960,116,1.0
2175,43,0.5
3313,74,1.0
1598,65,0.75
1588,9,0.5
2179,26,1.0
11,100,1.0
1592,79,0.0
288,61,0.7
2929,0,0.7142857142857143
3259,66,0.6666666666666666
918,61,0.7777777777777778
838,40,0.8
3301,102,1.0
2361,10,0.0
2414,32,1.0
67,106,0.8571428571428571
1282,29,1.0
437,96,0.84
3304,110,1.0
257,22,1.0
262,110,0.2727272727272727
476,60,1.0
1056,64,0.23529411764705882
3296,74,1.0
2683,0,0.07142857142857142
1148,57,1.0
219,9,0.125
686,7,1.0
2017,23,0.75
885,57,0.76
334,21,0.4
2037,102,1.0
89,102,0.7857142857142857
1512,65,0.5714285714285714
262,1,0.42857142857142855
2385,90,1.0
1236,57,1.0
3296,6,1.0
3328,60,0.6111111111111112
69,69,0.6
3316,43,1.0
155,100,0.7272727272727273
3307,106,0.8666666666666667
1573,5,0.41379310344827586
2393,22,1.0
1479,15,0.4
416,105,0.45454545454545453
438,20,1.0
859,56,0.75
1445,28,0.0
81,27,0.0
98,98,1.0
862,64,0.15625
1919,10,0.8333333333333334
2327,43,0.6666666666666666
30,97,0.36363636363636365
573,39,0.5882352941176471
1098,4,0.5
3272,39,0.7857142857142857
757,7,1.0
319,105,0.3333333333333333
28,18,0.6666666666666666
409,7,0.25
2024,87,0.75
81,98,1.0
283,67,0.9444444444444444
3278,107,1.0
3014,106,0.0
2712,39,1.0
18,96,0.7647058823529411
2536,50,0.42857142857142855
429,86,1.0
3283,31,1.0
2020,34,1.0
3257,91,0.9333333333333333
338,9,0.8
266,38,0.6666666666666666
1441,18,0.625
308,74,1.0
295,114,1.0
2007,87,0.5
206,59,0.5384615384615384
226,62,0.3333333333333333
3261,107,1.0
3271,59,0.8
430,50,1.0
68,40,1.0
2921,51,1.0
2020,64,1.0
288,25,0.0
3286,69,1.0
2250,18,1.0
258,89,0.0
436,47,0.7272727272727273
3322,22,0.6666666666666666
3098,56,0.6
845,37,1.0
829,82,0.875
3266,61,1.0
1189,42,0.0
3260,75,1.0
56,98,1.0
565,71,0.14285714285714285
40,9,0.0
963,59,0.7777777777777778
51,53,0.0
1080,2,0.0
156,40,1.0
1747,116,1.0
220,8,0.06451612903225806
1445,61,1.0
1573,40,0.8571428571428571
2108,64,1.0
149,79,0.875
242,20,0.6666666666666666
1172,42,0.0
3260,105,1.0
3325,117,0.5
170,92,1.0
23,9,0.75
181,2,1.0
137,107,0.75
3265,29,1.0
132,56,0.9090909090909091
3257,9,0.8333333333333334
11,114,0.6666666666666666
417,75,0.8
1977,100,1.0
1432,3,1.0
845,56,0.375
2418,39,0.625
887,64,0.8
404,79,0.16666666666666666
149,65,0.9
449,57,0.9523809523809523
2422,22,1.0
2763,20,0.0
378,102,0.7948717948717948
3259,23,0.8181818181818182
2459,90,1.0
818,100,0.7647058823529411
2851,34,0.6
2074,64,1.0
3274,7,0.5882352941176471
3328,67,0.5333333333333333
828,97,1.0
244,73,0.6
1982,54,1.0
3321,107,0.75
3003,40,0.4
1122,44,0.6
143,66,1.0
267,1,0.525
135,30,1.0
1964,96,1.0
891,61,0.6666666666666666
1034,60,0.0
156,2,1.0
1498,62,0.0
18,21,0.631578947368421
224,21,0.75
369,54,1.0
2312,84,1.0
612,96,1.0
827,64,1.0
1965,54,1.0
2317,8,1.0
3290,0,0.85
155,84,0.5555555555555556
2439,112,1.0
3297,64,0.7142857142857143
2886,84,1.0
1975,97,0.6363636363636364
445,96,0.9411764705882353
1960,15,0.5
153,23,0.8
2141,114,0.2
2291,101,0.0
30,106,0.8333333333333334
224,51,0.875
241,81,0.0
542,2,0.2
3299,94,0.8235294117647058
246,9,0.6410256410256411
1231,100,0.0
1424,86,0.8
1182,73,0.3333333333333333
376,57,0.8
1521,106,0.7272727272727273
1976,0,1.0
438,34,0.6666666666666666
135,106,0.9583333333333334
1960,86,1.0
19,105,0.8
3299,114,0.75
264,40,1.0
1595,56,0.0
224,81,0.0
2295,114,1.0
2013,101,0.7333333333333333
1361,8,0.0
256,4,1.0
831,82,0.8333333333333334
2035,55,0.5
1004,56,0.5
244,32,1.0
1478,114,0.0
248,102,1.0
145,1,0.7857142857142857
1470,78,0.0
2618,90,1.0
2150,10,0.5666666666666667
139,34,0.9230769230769231
4,27,1.0
21,57,1.0
96,94,0.6
335,10,1.0
1961,79,0.8
164,65,0.7692307692307693
3326,56,0.8571428571428571
1679,6,0.6
3287,68,0.125
89,106,0.7777777777777778
2149,79,0.0
570,8,0.5833333333333334
1036,38,1.0
2330,64,0.6666666666666666
4,57,1.0
1444,114,0.5
345,96,1.0
335,40,1.0
436,44,1.0
453,74,1.0
3294,59,1.0
341,56,0.6790123456790124
1792,102,0.75
2274,104,1.0
294,19,0.0
349,2,0.041666666666666664
2954,3,1.0
3256,23,0.9090909090909091
416,39,0.6
2318,18,0.14285714285714285
1016,47,0.8333333333333334
202,9,0.5
551,59,0.5
1036,84,0.8333333333333334
545,114,1.0
160,91,0.6
1322,40,0.5
1331,0,0.6493506493506493
3308,110,0.8
1040,10,1.0
436,74,1.0
840,8,0.2
3277,59,1.0
1358,33,1.0
662,86,1.0
2751,113,0.3333333333333333
132,75,0.8888888888888888
2011,67,0.5
2808,18,0.0
424,61,0.0
1578,59,1.0
2683,64,0.0
1221,66,0.0
2326,54,0.6666666666666666
3272,72,0.5555555555555556
549,86,1.0
415,97,0.875
419,74,1.0
1007,96,1.0
3282,13,1.0
2220,79,0.0
2358,10,1.0
88,17,1.0
1313,106,0.0
59,102,0.8125
282,107,0.0
2719,86,1.0
191,59,0.6923076923076923
3314,78,0.42857142857142855
1649,116,0.5
147,1,0.68
2895,84,0.5
727,106,0.6666666666666666
180,57,1.0
548,54,1.0
2102,75,0.0
428,104,1.0
281,62,1.0
102,62,0.8571428571428571
637,86,1.0
1146,59,0.14285714285714285
2666,94,0.0
269,93,0.6
838,87,0.42857142857142855
1437,3,0.5454545454545454
3267,93,1.0
2010,82,1.0
2581,74,1.0
893,64,1.0
2316,91,0.0
1527,18,0.125
207,116,0.3333333333333333
863,61,0.631578947368421
960,21,0.5
244,114,0.6666666666666666
575,39,0.6
3316,6,0.8888888888888888
3303,91,0.8571428571428571
949,7,0.7777777777777778
951,101,0.6
2304,59,0.6
151,75,0.0
148,106,0.6744186046511628
949,8,0.5
2911,0,1.0
58,2,0.0
613,27,0.5
167,71,0.7777777777777778
163,117,1.0
248,39,0.5
32,8,0.5
2014,23,0.26666666666666666
2545,84,1.0
1406,66,0.0
324,4,0.14285714285714285
2105,61,1.0
3278,77,0.05
390,94,1.0
33,100,0.75
1195,64,0.36666666666666664
2464,117,0.8
825,47,0.875
2706,43,0.8
266,70,0.8095238095238095
2321,61,0.4
2109,57,1.0
3266,113,0.8571428571428571
3302,67,0.9285714285714286
193,9,0.8
32,79,1.0
507,66,1.0
745,56,1.0
2034,82,0.7058823529411765
34,47,0.8461538461538461
1959,101,0.7222222222222222
37,56,0.6764705882352942
163,49,1.0
3289,116,0.6
238,42,0.0
599,106,1.0
1980,9,1.0
1482,65,0.2222222222222222
2092,57,1.0
166,57,1.0
133,72,0.75
133,113,1.0
267,4,0.3333333333333333
838,54,1.0
327,18,0.6666666666666666
974,106,0.6428571428571429
28,15,1.0
820,96,1.0
278,64,0.782608695652174
804,7,0.5
1553,105,0.6666666666666666
427,94,0.6666666666666666
599,8,1.0
2075,57,1.0
3124,0,0.35714285714285715
728,86,1.0
1375,0,0.0
2290,26,1.0
451,0,0.7368421052631579
3297,34,0.875
146,79,1.0
140,93,1.0
254,57,1.0
271,87,1.0
1533,39,0.3333333333333333
3322,117,1.0
317,50,0.36363636363636365
913,106,0.7777777777777778
134,107,1.0
1287,106,0.8
891,55,0.7142857142857143
711,86,1.0
3326,1,0.5714285714285714
255,31,0.8333333333333334
19,81,1.0
245,93,1.0
1598,51,1.0
2055,79,1.0
237,57,1.0
3329,3,0.8333333333333334
2088,94,0.3333333333333333
816,86,1.0
3318,77,1.0
842,96,0.2
532,23,0.0
2953,47,0.5
2032,82,0.7142857142857143
1982,8,0.8571428571428571
133,75,1.0
217,8,0.1875
1121,39,0.7142857142857143
2995,56,0.8
3297,7,1.0
3301,77,1.0
1601,105,0.8333333333333334
3268,92,0.0
2018,55,0.75
124,111,1.0
326,78,0.0
1147,74,1.0
1480,107,0.3
1965,8,0.8571428571428571
3284,60,0.75
1253,2,1.0
1463,6,0.625
447,33,1.0
244,91,0.6428571428571429
686,23,0.3333333333333333
179,0,0.68
2940,43,0.0
3301,107,1.0
818,61,0.8
915,64,0.5454545454545454
427,9,0.75
107,111,1.0
322,38,0.0
2932,7,0.8125
1467,43,1.0
3300,45,1.0
447,50,0.5555555555555556
1794,18,0.0
548,51,0.5
1038,64,1.0
3275,113,1.0
346,59,1.0
536,79,0.0
2960,98,1.0
53,100,0.6
410,9,0.0
305,38,0.5
1126,34,1.0
2915,7,0.875
154,3,0.9166666666666666
326,51,1.0
99,105,1.0
179,102,0.75
2332,43,0.75
1493,23,0.14285714285714285
1890,10,0.8235294117647058
98,59,0.8333333333333334
1974,72,0.6
3291,110,1.0
98,43,1.0
437,37,1.0
1123,56,1.0
2919,3,0.0
3263,37,1.0
2906,43,0.0
260,66,0.6666666666666666
86,30,0.75
2214,10,0.2222222222222222
1450,73,1.0
47,106,0.7142857142857143
2025,94,0.0
434,59,1.0
2251,106,0.0
155,21,0.6666666666666666
2902,3,0.75
481,56,0.9166666666666666
170,34,0.0
2113,64,0.0
53,116,0.3125
90,43,1.0
417,59,1.0
2930,94,1.0
1558,56,1.0
1098,50,1.0
947,31,0.0
1254,65,0.5789473684210527
2667,57,0.0
399,57,0.9333333333333333
283,100,0.875
1558,86,1.0
2918,34,0.8333333333333334
2087,100,0.0
2918,18,1.0
415,116,0.4583333333333333
639,7,1.0
3289,23,0.6666666666666666
56,43,1.0
170,7,1.0
181,51,1.0
282,55,1.0
2926,84,1.0
134,67,0.8823529411764706
1420,57,0.75
449,2,0.6666666666666666
41,59,0.4666666666666667
165,113,1.0
70,94,0.8
1433,34,1.0
452,10,0.9166666666666666
561,79,0.4444444444444444
2197,0,0.5
3013,9,0.3333333333333333
164,51,1.0
181,81,1.0
1097,64,0.5833333333333334
148,96,0.9375
724,0,1.0
630,73,1.0
22,55,0.7777777777777778
694,23,0.5
144,31,0.7777777777777778
153,37,1.0
181,111,1.0
255,116,0.75
2892,84,1.0
1285,53,0.0
646,34,0.8571428571428571
564,8,0.42857142857142855
1424,100,1.0
1534,105,0.18181818181818182
157,33,1.0
262,107,1.0
2317,51,1.0
3127,96,1.0
711,83,0.5
35,33,1.0
2197,60,0.0
2338,94,0.3333333333333333
137,68,0.4
1981,71,1.0
449,70,0.3728813559322034
140,33,1.0
241,37,1.0
258,26,0.5
1231,59,0.6
46,106,1.0
1472,43,0.7142857142857143
2872,106,1.0
3110,96,1.0
2997,114,1.0
2872,21,0.4
244,45,1.0
3001,56,1.0
2788,3,0.8
1038,1,0.0
3325,65,1.0
1960,1,1.0
135,5,1.0
1964,71,1.0
1103,56,0.14285714285714285
1981,101,1.0
573,71,0.0
572,8,0.75
3183,40,0.75
2426,23,1.0
252,111,1.0
3106,56,1.0
132,43,0.8333333333333334
3308,64,1.0
3319,108,1.0
143,71,1.0
2222,98,0.8
2736,10,1.0
3307,2,1.0
1443,3,0.42857142857142855
3328,102,1.0
1964,101,1.0
3311,60,0.7777777777777778
240,22,0.5555555555555556
56,23,0.3157894736842105
251,1,0.5384615384615384
2959,3,0.75
326,18,0.25
2013,116,0.4166666666666667
1282,65,0.6923076923076923
2,51,1.0
253,1,0.3
3307,32,1.0
132,62,0.8
2272,56,0.75
36,110,0.8
2298,10,0.3333333333333333
69,56,0.8888888888888888
1406,91,0.8571428571428571
2108,61,0.6666666666666666
1616,44,1.0
259,3,0.8571428571428571
162,69,0.8571428571428571
3319,40,1.0
3307,62,1.0
2389,45,1.0
2498,86,1.0
2911,44,0.8571428571428571
878,95,0.0
1578,31,0.5
2356,61,0.75
3295,78,0.7777777777777778
2035,101,1.0
145,69,0.8571428571428571
3302,40,1.0
2095,57,0.6666666666666666
174,86,0.8888888888888888
1529,65,0.6
247,61,0.8571428571428571
1251,86,1.0
35,56,0.8888888888888888
3278,49,0.0
36,34,0.6470588235294118
445,117,1.0
1323,47,0.0
181,116,0.75
3007,64,0.6666666666666666
1861,10,0.8888888888888888
2153,37,1.0
430,55,0.8214285714285714
177,22,0.5
229,86,0.8
2379,49,1.0
1475,54,0.8
1973,87,0.6666666666666666
2659,106,0.6666666666666666
269,39,0.9090909090909091
2825,34,1.0
428,117,1.0
650,18,0.0
73,40,0.5
181,18,0.75
282,22,0.0
1966,39,0.6666666666666666
264,70,0.8260869565217391
1083,97,0.0
1529,81,0.5
3282,92,1.0
2415,32,0.6666666666666666
2900,57,0.0
265,66,0.6
2,43,0.6153846153846154
164,18,0.625
2032,54,0.8
3321,77,0.6666666666666666
789,95,1.0
3264,0,1.0
1436,9,0.0
1387,26,0.2
1465,57,0.8
2329,94,0.0
80,61,1.0
64,106,0.625
420,37,1.0
549,4,0.3333333333333333
3272,66,1.0
255,1,0.3392857142857143
1036,65,0.35714285714285715
18,17,0.6666666666666666
157,23,0.8823529411764706
3268,100,1.0
1981,8,0.875
352,2,0.42857142857142855
1042,96,0.6666666666666666
269,23,0.7777777777777778
451,75,0.7272727272727273
1041,34,0.6666666666666666
3255,66,1.0
1998,55,1.0
1544,34,1.0
35,0,0.0
1982,100,0.75
380,39,0.7142857142857143
164,78,0.75
2551,42,0.0
1791,18,1.0
140,5,0.7142857142857143
194,107,0.5714285714285714
949,57,0.75
2539,70,0.75
177,55,1.0
634,83,1.0
2316,66,0.0
3255,96,1.0
18,0,0.0
179,3,0.8666666666666667
247,113,0.7
2073,78,0.0
257,9,0.76
227,59,0.6666666666666666
164,21,1.0
2778,60,1.0
949,87,0.0
1766,116,1.0
268,33,1.0
89,17,0.6666666666666666
30,8,0.0
1977,15,1.0
161,86,0.9
243,106,0.7567567567567568
488,18,0.0
616,21,1.0
2315,34,0.75
796,56,0.42857142857142855
2109,100,1.0
179,114,0.8181818181818182
960,67,1.0
147,21,1.0
187,59,0.8571428571428571
167,58,1.0
948,54,0.9375
147,9,0.7777777777777778
171,0,1.0
1968,51,1.0
1977,67,0.5714285714285714
179,23,0.8571428571428571
45,58,1.0
159,22,1.0
264,86,0.875
152,13,0.5454545454545454
89,47,0.9166666666666666
1913,10,0.7727272727272727
3011,51,1.0
3160,64,0.14285714285714285
2551,30,0.38461538461538464
1368,56,0.5333333333333333
599,21,1.0
256,6,0.9
676,7,0.6666666666666666
2073,10,0.125
147,51,1.0
297,100,1.0
150,58,1.0
167,88,1.0
136,86,0.9411764705882353
154,0,1.0
448,9,0.9090909090909091
155,116,1.0
462,54,0.75
2882,3,1.0
3309,105,0.45454545454545453
134,79,0.875
454,18,0.75
599,51,1.0
2317,1,0.23076923076923078
3323,77,0.75
2056,10,0.0
2911,51,0.8333333333333334
2178,114,0.5
150,88,1.0
1967,7,0.6875
462,84,0.0
3315,70,0.7777777777777778
155,61,0.9
328,79,0.6666666666666666
1445,1,0.7333333333333333
43,98,0.8
3302,7,0.875
134,22,1.0
1836,10,0.9333333333333333
1225,106,0.6666666666666666
177,77,0.6666666666666666
3305,15,0.5
215,2,0.5
2830,34,0.7142857142857143
255,64,1.0
687,51,1.0
1481,7,0.5
142,88,1.0
254,2,1.0
156,110,0.8
29,106,1.0
3322,62,1.0
2317,61,0.23076923076923078
243,93,1.0
141,26,1.0
1036,114,0.375
2022,10,0.0
259,60,1.0
226,75,0.5
3305,86,1.0
152,57,0.8571428571428571
3326,58,1.0
2731,74,0.5
12,106,1.0
56,95,0.9166666666666666
545,56,0.75
1241,44,1.0
3268,7,0.75
1326,9,0.6
2022,40,0.75
1816,106,1.0
259,90,1.0
209,75,0.75
226,105,0.0
847,100,0.7
133,20,1.0
3288,86,1.0
1573,77,0.0
3308,23,0.7857142857142857
246,73,0.3333333333333333
3297,96,0.8333333333333334
3309,58,1.0
536,92,0.0
2278,59,1.0
540,34,0.0
1468,20,1.0
3301,22,1.0
880,10,0.78125
1845,10,1.0
1219,10,0.7142857142857143
2551,67,0.6666666666666666
1423,6,0.6666666666666666
3288,116,1.0
451,60,0.7777777777777778
897,57,1.0
7,114,1.0
1982,47,0.9565217391304348
764,95,0.34615384615384615
511,106,0.6
2390,9,1.0
63,27,0.5
448,95,1.0
451,102,1.0
339,71,0.8333333333333334
495,91,0.6666666666666666
2467,22,0.0
289,40,0.5
3299,0,0.41935483870967744
3275,58,1.0
1459,86,1.0
856,39,0.6666666666666666
1786,102,1.0
444,77,0.5714285714285714
2940,18,0.0
494,106,0.6
1418,65,0.0
132,106,0.717391304347826
2033,86,1.0
3312,68,0.3333333333333333
1972,72,0.6
3190,21,0.8
435,37,1.0
419,82,0.875
1515,105,0.4444444444444444
3271,18,1.0
3275,88,1.0
627,7,0.7142857142857143
2465,49,1.0
3328,95,0.8888888888888888
2016,86,1.0
242,91,0.5294117647058824
2340,54,0.0
53,31,0.0
2007,55,0.7368421052631579
3268,40,1.0
3277,56,0.5714285714285714
878,100,0.8666666666666667
2915,116,0.75
3235,55,0.75
175,7,0.625
434,4,1.0
451,34,1.0
1006,59,1.0
62,25,0.0
1522,23,0.6
2005,55,0.5
1869,10,0.9090909090909091
2024,18,1.0
1059,56,0.68
340,79,0.6666666666666666
1500,8,0.2
2685,64,0.0
2323,54,0.5
247,110,0.6153846153846154
543,74,1.0
3327,38,0.6666666666666666
3279,114,1.0
1547,116,1.0
61,114,1.0
434,34,1.0
3271,94,0.6458333333333334
1438,76,1.0
37,39,0.6
2185,114,0.8888888888888888
871,55,1.0
2360,64,1.0
2553,79,1.0
855,100,0.75
243,23,0.8823529411764706
849,21,1.0
179,50,1.0
3259,18,0.8333333333333334
178,116,1.0
1007,106,0.8
300,92,1.0
2012,106,1.0
1580,106,0.2
522,34,1.0
425,100,1.0
846,2,0.0
1513,75,0.0
247,66,0.6666666666666666
1530,105,0.0
3218,115,0.0
380,9,0.5
2048,59,0.6666666666666666
283,116,1.0
838,100,0.5
2310,79,0.0
223,62,0.4166666666666667
275,96,0.8333333333333334
2627,56,0.4166666666666667
268,71,0.5454545454545454
145,77,0.6
1286,106,0.4528301886792453
37,55,0.75
1412,100,0.5
263,67,0.75
3292,107,0.6
1982,18,1.0
3276,67,0.8
1496,75,0.0
1513,105,0.0
3233,54,0.8333333333333334
183,75,0.55
386,0,0.6363636363636364
2516,84,0.75
2139,37,0.6666666666666666
169,54,1.0
506,114,0.5555555555555556
2116,20,1.0
311,4,0.1111111111111111
472,56,0.9090909090909091
161,18,1.0
1601,75,0.5
2647,54,0.0
505,64,1.0
2900,65,1.0
1427,23,1.0
1509,65,0.625
36,23,0.75
3292,9,0.6
476,21,0.5
2326,94,1.0
154,13,0.4
152,54,1.0
917,2,0.0
2415,9,0.8333333333333334
2529,50,0.5
1492,65,0.75
267,110,1.0
3277,62,0.6153846153846154
3309,25,0.5
135,54,1.0
2520,86,0.5
1969,44,1.0
3275,100,0.9090909090909091
10,100,1.0
252,26,1.0
581,51,0.0
1039,49,1.0
2428,32,0.4
3312,39,0.9090909090909091
1961,8,1.0
2305,54,1.0
152,114,1.0
2835,3,0.9090909090909091
1469,10,0.7142857142857143
723,106,1.0
1144,8,0.0
843,10,0.48717948717948717
2729,98,0.0
1479,61,0.5
1147,16,0.75
1147,57,1.0
3077,86,0.5
261,66,0.8333333333333334
1783,23,0.09090909090909091
2608,86,0.5
3325,40,1.0
3287,3,0.9090909090909091
3324,111,1.0
2220,84,0.2727272727272727
245,8,1.0
3264,70,0.6060606060606061
135,114,1.0
3296,38,1.0
1127,8,0.0
3198,41,1.0
174,84,0.2
553,9,0.3076923076923077
163,95,0.7692307692307693
404,39,0.7
2394,117,1.0
3321,22,0.5714285714285714
445,54,0.7857142857142857
2591,86,0.5
262,61,0.5806451612903226
266,32,0.5714285714285714
1459,83,0.0
3307,111,1.0
2158,37,0.75
1425,100,0.6666666666666666
2384,90,1.0
1466,32,0.0
515,39,0.6666666666666666
3316,105,1.0
1357,33,1.0
242,59,0.8
1998,101,0.7142857142857143
294,43,0.7142857142857143
312,105,0.0
102,102,1.0
753,86,0.5
6,21,0.8
51,47,0.9047619047619048
250,56,0.6842105263157895
1097,4,0.0
1667,9,0.75
3325,84,0.5882352941176471
3295,65,1.0
523,34,0.5
445,62,1.0
2578,112,0.0
2036,10,1.0
264,1,0.4857142857142857
2020,96,1.0
3306,9,0.7333333333333333
1097,34,0.0
2019,34,1.0
500,91,0.6
578,2,0.6428571428571429
2901,34,0.0
1457,23,0.7777777777777778
1222,59,1.0
590,65,0.7272727272727273
2014,6,1.0
2360,61,0.0
307,50,1.0
2002,34,1.0
2019,64,1.0
60,79,0.0
3160,61,1.0
2485,86,1.0
1577,106,0.7272727272727273
1205,59,1.0
2900,2,0.0
1330,67,1.0
1999,15,0.0
2807,51,1.0
1099,94,0.16666666666666666
2898,86,0.875
2002,64,1.0
2019,94,1.0
3324,23,0.9285714285714286
1084,47,1.0
251,95,0.7096774193548387
664,86,1.0
2924,23,1.0
1511,8,0.6
3314,91,0.6333333333333333
379,95,0.0
1848,10,0.9166666666666666
2326,61,0.25
1435,43,1.0
1452,73,1.0
3283,54,0.8
155,72,0.6
286,10,1.0
421,74,1.0
253,25,0.0
3269,33,1.0
2107,40,1.0
1432,65,1.0
267,77,0.75
1543,51,1.0
286,40,1.0
2665,86,0.0
3122,21,1.0
235,7,0.6
719,106,0.5555555555555556
453,61,0.391304347826087
2689,106,1.0
1050,60,0.0
250,77,0.75
294,106,1.0
86,98,0.8571428571428571
1629,64,0.5
3319,0,0.8235294117647058
3267,106,0.782608695652174
2313,74,1.0
276,9,0.6206896551724138
155,88,0.75
156,64,1.0
280,60,0.5384615384615384
159,71,1.0
2329,1,0.0
1196,57,1.0
1977,94,1.0
1980,101,1.0
143,117,0.75
3232,55,1.0
2299,56,0.41379310344827586
2034,101,0.7727272727272727
265,0,1.0
167,3,1.0
739,58,1.0
2814,3,0.8571428571428571
2438,112,1.0
3291,77,0.6666666666666666
815,114,0.625
139,64,1.0
875,60,0.8181818181818182
224,113,0.5
1728,43,0.2857142857142857
839,0,1.0
2372,64,0.41509433962264153
3327,70,0.8095238095238095
384,79,0.2857142857142857
560,96,0.6666666666666666
1535,18,0.3333333333333333
1641,9,1.0
3323,33,1.0
541,2,0.2
3259,1,0.42105263157894735
2421,112,1.0
329,56,0.6666666666666666
3299,42,0.0
3316,72,0.75
2960,0,0.4090909090909091
2252,7,0.7142857142857143
2551,5,0.38461538461538464
1717,94,0.0
33,61,1.0
147,26,1.0
2057,71,0.0
247,101,1.0
387,75,0.38461538461538464
3326,71,1.0
1834,67,0.0
2408,54,1.0
138,61,1.0
155,91,1.0
693,86,1.0
2291,95,0.0
1259,21,1.0
3310,116,0.75
1469,78,0.0
1501,18,0.3333333333333333
2424,22,1.0
3323,93,1.0
2530,84,1.0
3326,117,0.8333333333333334
2966,100,0.0
155,3,0.8333333333333334
2303,10,1.0
