ques,skill
6465,43
15369,120
9973,34
5644,79
8536,67
6079,7
13004,100
8150,31
2231,96
11546,10
13659,31
2740,10
12277,0
14792,1
5081,87
8851,78
9503,4
750,59
4883,102
287,69
884,59
5017,102
125,7
3339,9
6875,62
10843,38
11935,7
10501,45
1442,57
4570,56
6469,54
12259,67
6252,56
14091,38
963,59
14592,91
4774,51
701,59
7841,40
3216,60
4154,114
7550,93
9833,0
13689,31
838,64
4253,56
53,23
13446,44
5562,23
12472,67
5111,87
1393,57
4533,110
9459,55
6162,18
551,7
1048,59
14422,30
13481,1
2369,43
9972,51
6777,62
7856,55
15280,61
15354,10
4862,56
4977,43
12902,65
4204,56
3626,79
10766,97
5062,87
5618,39
8832,78
12161,67
12423,67
1650,100
731,59
6872,70
11985,70
865,59
13221,47
543,8
6856,62
14781,84
10842,55
4653,67
2163,96
6607,1
7994,110
5141,87
1423,57
8068,96
10162,67
11557,37
15435,56
4449,8
14072,38
2341,102
15426,7
522,70
159,18
10660,51
3533,9
6532,86
6807,62
13249,1
14732,84
9814,0
10241,67
11636,37
2114,59
10273,56
12453,67
5648,39
12131,16
12015,70
5551,106
5685,106
15335,10
5146,57
9535,26
4824,6
1670,55
10192,67
11849,37
13566,58
11210,50
527,40
4479,8
12550,84
10530,62
12142,30
5764,106
10805,1
6135,19
590,96
6517,84
6300,86
6038,86
9648,88
13022,79
7975,110
8445,59
3338,39
2920,51
12892,6
4430,8
12355,30
13112,9
14146,0
10044,61
3079,44
5715,106
11023,116
6513,86
3970,23
8648,95
11155,6
13813,56
8042,56
10222,67
4509,8
5629,39
10851,9
12568,30
13468,58
2494,64
6286,43
15092,80
6432,97
4412,75
3493,34
6943,84
13385,23
5666,106
4585,3
3525,23
6068,86
9155,47
6885,79
8019,8
8475,59
10173,67
12267,38
11427,61
5742,101
4460,8
5943,91
7820,64
6237,43
5745,106
9974,86
10511,62
1787,64
2866,57
4564,65
13917,5
4159,16
7299,69
3044,100
4305,70
11506,61
5499,50
12796,15
325,40
6316,43
4678,86
10999,1
6730,97
8387,67
6494,86
9185,47
12239,97
9909,78
12431,38
7288,95
10436,9
100,43
4393,75
6413,97
10138,86
2051,2
3627,47
12672,100
3250,60
2372,57
7403,18
7537,18
8060,59
14708,103
811,54
7380,34
14856,1
8761,106
11089,15
9476,88
3201,60
3865,40
6179,51
10909,84
6762,106
7318,95
9613,93
6896,106
10862,9
5396,56
9166,47
2798,57
3280,60
3844,102
6507,1
225,51
6975,106
11438,61
5156,74
11512,10
9027,117
7690,88
9302,56
3617,96
2698,55
11993,54
15105,45
260,8
10991,15
14668,7
3097,60
13969,6
3231,60
8203,84
14906,64
9106,117
11926,0
12072,54
12595,95
4785,23
5126,87
8596,15
12049,70
11653,70
9196,47
13907,30
10827,28
11787,70
11410,83
15235,10
3760,0
3846,40
14321,84
15119,64
11110,87
9057,117
12023,54
5077,87
15182,120
3418,7
9073,61
11623,83
162,8
9744,0
8288,20
542,0
10762,20
9105,13
4298,56
6956,106
14936,64
822,54
6579,119
6694,106
14707,12
9008,117
13397,86
5558,67
9283,56
343,56
2041,27
9966,49
12571,7
563,59
4355,38
15411,64
9695,0
1861,96
14887,64
6043,1
9087,117
13476,86
9362,56
2094,38
14950,120
3448,7
2173,102
12030,70
3668,10
14466,7
8695,7
3802,10
9774,0
11909,9
6518,1
7643,110
4181,6
34,65
9313,56
12601,7
433,70
10493,101
1572,114
12518,9
2370,94
15295,10
12724,114
3866,116
9859,0
14917,64
6937,106
12460,4
6560,119
7990,110
14980,120
13323,113
14135,28
13161,51
14355,31
1242,64
11622,73
3771,0
4750,55
6828,55
8922,26
7284,69
5873,91
4376,110
14651,29
14551,91
4692,50
6032,84
9755,0
44,86
2036,46
9116,13
12927,5
11652,100
4028,6
7156,5
5282,37
13353,113
10287,9
414,70
13385,65
3600,10
3459,34
14799,85
5303,96
7576,69
5160,47
4678,7
11865,100
12281,15
13200,56
784,17
8824,26
14581,91
10467,61
6257,94
12638,23
8350,106
4322,116
3926,116
6209,23
6825,26
502,38
12912,3
4440,71
8903,26
10923,48
6754,82
11143,51
5854,91
7540,8
10317,9
14271,50
14532,91
15465,30
1156,10
9081,32
11120,104
1302,64
1959,105
4705,2
9361,86
11716,98
1857,57
13607,6
7003,5
4391,71
11256,113
4143,6
8243,101
14611,91
13845,63
3730,96
3086,31
8380,106
9032,32
12802,23
1253,64
8237,57
2989,98
4802,56
13558,6
2405,47
7350,5
14081,47
4838,9
27,51
14562,91
6119,106
1186,10
2889,96
8331,106
7412,65
9525,86
4421,71
11286,113
11723,114
11318,65
12001,95
9243,107
6390,47
14810,48
121,36
12991,16
1838,57
2394,9
3910,40
3414,102
4823,7
2076,114
12128,55
6443,95
13845,76
5598,3
6718,34
6341,47
13581,3
3889,102
5501,70
15485,79
13327,86
10522,23
12922,37
5038,16
14479,69
14317,7
4418,79
5538,110
11966,114
5290,8
11267,113
6107,1
871,96
5917,106
2455,2
6151,44
2997,56
13869,2
14296,69
2694,55
2592,7
8120,20
12380,104
7146,43
13428,30
8018,9
4647,23
8962,43
5230,78
560,96
13229,86
14302,5
10114,26
4228,39
5885,9
4448,79
8199,20
8314,7
8677,59
12051,50
7078,30
14640,0
452,4
6761,94
1035,96
4827,75
6417,55
6940,96
14805,67
3027,56
1926,38
5121,27
2985,59
2407,82
5836,9
8513,72
9110,62
11345,9
8411,61
12148,104
7255,107
6088,1
10785,86
1509,100
246,57
5554,67
9305,8
6352,47
540,9
526,111
7405,51
3781,114
3996,39
4975,94
4672,93
2793,10
7108,30
3335,64
8101,20
12738,54
3173,2
10998,86
1065,96
4749,47
13409,30
1722,100
11493,65
1956,38
14311,67
5866,9
9140,62
13925,31
7266,94
7777,44
7285,107
2744,10
10058,107
12868,56
796,56
3124,2
1016,59
6162,7
4887,102
4524,50
1296,113
12067,7
13971,110
5998,84
5877,23
13439,30
3332,116
1446,57
14596,91
13143,116
4158,114
14497,85
842,64
12793,3
7067,5
12342,67
8784,26
4073,6
10341,58
1046,59
5179,102
3938,47
11662,79
4917,102
6166,18
14196,93
159,7
6909,62
13048,0
12960,116
1317,64
7860,55
13369,55
1738,57
10898,97
2610,23
12555,67
12689,67
7018,5
13372,97
13883,47
4024,6
12513,70
14626,91
997,59
1520,100
694,21
735,59
6860,62
13173,116
12749,54
2066,44
2663,34
10065,15
10849,97
7795,47
10968,48
15458,69
14658,16
4947,102
14577,91
13166,113
1664,0
10067,61
9308,9
11839,18
13386,116
268,34
1347,64
13515,1
7890,55
5359,46
14098,93
14392,45
10245,67
10928,97
11365,98
12700,54
3660,79
7048,5
1027,59
13737,50
4898,102
3616,9
5032,102
6890,62
5352,43
6150,23
1876,4
4608,3
5090,43
7781,4
12619,65
81,100
1853,57
1457,57
10879,97
10796,62
9951,7
14607,91
15460,7
1561,114
5768,106
8715,30
13545,1
14450,107
4023,23
6841,62
7920,55
1115,64
8443,96
13154,116
12804,3
4268,56
10046,15
8635,37
4548,110
2688,40
5816,39
4928,102
15439,69
4465,75
4680,0
5981,106
8947,43
10048,61
10323,0
10967,65
13496,1
14762,86
7871,55
11823,23
13179,65
11346,98
4513,8
5633,39
7672,111
10960,62
9389,95
886,96
13195,9
13718,50
5932,106
10536,0
2179,55
10305,67
4809,6
12853,16
5712,39
4129,18
7142,30
2456,40
703,96
4495,75
6608,96
10381,62
4233,75
5749,106
10353,0
12535,84
4004,23
14326,54
1693,17
10256,67
8341,61
5302,60
154,39
10140,121
14125,0
13225,9
15200,29
2017,114
916,96
3629,82
5828,106
7495,10
654,96
4446,75
5962,106
9419,95
13348,79
6498,86
13086,79
4060,39
9335,101
7172,30
12304,43
4494,8
6459,94
10807,62
6638,96
12565,84
14337,41
5256,65
5779,106
6417,97
4397,75
3478,34
4598,65
9865,37
11087,116
12322,97
13037,79
420,50
2159,59
4735,70
11645,114
2820,64
15230,29
11020,62
5612,114
10120,34
4476,75
5992,106
6611,84
8287,67
5730,106
8884,57
9682,37
3314,47
12791,23
2896,59
7546,69
7639,31
8322,61
14705,63
9400,95
8500,67
635,96
4983,27
2930,57
15103,109
10,7
2773,110
10846,30
11510,10
8972,62
7153,30
6380,43
4582,97
5802,66
12808,84
347,43
11008,65
5196,27
12821,23
2747,57
586,59
223,7
11200,6
12757,38
12361,38
12495,38
12192,0
6727,43
2539,64
12076,54
12874,34
12382,97
665,59
10321,37
6207,7
8865,57
15133,109
12736,100
4852,79
9200,47
9346,101
394,10
2092,18
3850,40
5507,10
7183,30
5204,9
5075,87
10600,95
14705,76
14786,1
13509,23
9221,106
7201,47
878,59
8918,68
12146,5
13990,67
616,59
2911,57
10891,15
9413,47
546,0
95,64
4302,56
1308,57
6583,119
8796,78
6600,59
11104,15
12083,70
4359,38
6954,62
9827,0
11183,79
551,51
7435,106
11442,10
12944,106
7333,95
13379,34
15473,5
13480,86
9908,110
486,70
646,59
10866,79
780,59
21,7
12120,73
13892,30
8744,9
9778,0
10461,30
15348,10
3633,55
12155,67
13693,86
859,59
1893,50
597,59
12388,9
9857,0
15299,10
15371,115
12773,116
8062,96
11276,98
3607,2
7363,95
13772,86
4283,56
13510,86
3309,79
1972,50
153,18
14984,120
2307,40
10070,0
9808,0
6002,86
15396,64
15000,64
7020,106
12925,106
1368,57
6832,55
14413,38
4394,8
4380,110
7809,37
12635,7
13076,9
11747,70
7492,101
11881,70
324,21
6752,62
2478,43
15255,61
15329,10
9759,0
12615,65
10125,57
4313,56
6594,119
10204,121
1654,47
2337,40
14169,28
1874,50
12094,70
3732,10
1557,114
9838,0
10481,106
6728,55
11532,37
3552,79
3290,79
4424,8
14047,38
15007,80
15081,29
497,70
15359,10
6245,86
9789,0
8036,56
10768,55
13283,56
12309,79
13940,97
14260,38
10583,9
3327,82
3979,8
1830,64
1904,50
4416,9
6711,7
9944,22
10990,104
4875,65
15310,10
14699,85
2519,57
15136,109
2720,47
13100,56
15111,29
12695,7
15171,80
6291,94
1239,10
2318,40
6365,43
10914,1
3713,10
14134,28
2713,44
6013,86
9623,88
3329,47
10932,55
7561,69
10613,9
4405,8
4842,9
5888,91
203,94
8725,106
10640,112
7376,23
8463,106
9115,32
6047,84
2007,3
12607,15
7199,67
13338,5
2827,38
4043,6
4425,71
5055,9
15094,80
10132,86
13280,0
7735,77
7514,78
9331,37
14116,6
2500,57
13417,5
14814,48
8606,47
2398,9
8315,100
4335,70
13113,8
7406,23
1220,10
7929,64
105,94
8889,106
6607,84
12915,23
13889,0
15069,45
12455,38
4772,7
2100,59
5591,110
8005,59
4851,71
11890,0
300,40
5522,10
11320,113
11232,0
4427,9
13331,86
12866,23
2792,57
13609,67
14844,48
13829,70
9018,112
11432,61
4406,71
9021,117
13181,34
12785,34
1792,64
12919,34
13698,1
10985,15
415,111
8689,58
4501,79
14138,7
5332,7
4936,7
4485,71
13678,22
6658,106
4779,23
4853,9
12241,55
9569,107
13757,86
12065,95
348,57
2643,55
8966,43
494,111
86,57
10821,28
4976,79
14439,120
2560,57
2078,17
15050,45
10619,79
15432,110
6195,52
4832,71
6007,1
11301,113
7724,22
181,65
12017,54
456,4
445,111
3774,100
14691,48
8282,20
14825,48
6308,114
3925,40
5582,10
6616,1
6688,106
10334,31
12271,55
13787,86
9277,56
4681,23
3633,97
3707,46
6484,47
3448,51
2870,74
9823,0
10662,18
14881,64
6037,1
6901,106
7498,96
4760,23
6317,55
6477,44
1069,96
10665,23
12585,107
15477,95
475,111
3804,100
9406,62
14191,31
6384,1
11998,54
14427,15
13995,92
12071,7
426,111
4292,39
11598,83
8103,31
14149,7
40,75
10260,95
6669,106
6347,55
4783,47
6481,55
15022,80
1990,38
8418,79
10438,101
2788,18
12606,58
13982,15
3049,59
14362,7
3765,0
8577,72
5638,9
14501,85
12608,104
9031,13
7319,107
3346,16
7071,5
10767,47
11928,79
8915,67
12379,15
5357,26
5398,27
14066,93
11743,70
8133,31
6077,86
6173,23
12876,3
10405,45
8982,13
5276,37
10644,98
699,17
12576,7
5215,27
5349,27
1254,10
1400,64
1923,105
6367,10
8466,96
9600,62
11752,11
7101,5
2261,100
4611,34
12569,4
10972,48
5769,91
2178,102
3931,9
4461,9
4951,102
9970,9
13170,113
1217,64
8297,31
12994,116
1351,64
12108,23
5363,46
11846,23
1772,57
4623,44
10932,97
2644,23
12171,79
7052,5
12327,67
8769,26
4581,47
6138,79
11331,102
1031,59
1554,100
13043,8
13846,103
728,21
1284,10
370,84
444,33
7376,65
8114,31
13878,55
12059,23
7131,5
1723,57
4137,6
6217,79
7265,5
13256,8
14973,29
1640,59
12397,18
289,95
1101,10
6973,62
1235,10
8112,106
13549,1
1381,64
13998,93
4218,116
1119,64
2198,57
1802,57
7924,55
8447,96
2459,98
10365,107
7082,5
12987,5
14556,91
11361,102
2651,39
2040,114
10717,0
4932,102
7186,62
8977,32
7406,65
9519,86
1198,64
138,84
5331,107
1332,64
2593,34
6043,84
6184,23
10518,56
10639,117
12975,116
14766,86
7033,5
5011,102
319,95
3125,43
594,34
2707,55
11807,44
9176,97
1411,64
2968,96
6397,23
7954,55
1149,64
8477,96
11705,33
12866,65
7112,5
1704,57
9629,79
13977,47
4500,71
10083,20
13016,9
707,96
6712,34
12617,34
13530,1
1940,4
10025,15
7905,55
12917,3
1783,57
2380,47
4768,7
10117,18
8620,37
8706,40
11485,114
14537,91
7739,22
6369,82
920,96
13845,12
9206,97
8306,106
7387,65
12896,65
4412,79
5532,110
6781,26
4788,70
7042,30
12947,30
11395,113
9898,95
9502,95
5911,106
11871,42
12308,43
13046,9
12458,4
2393,107
2426,55
2687,59
3389,102
5001,70
8375,61
4839,8
10832,121
6993,30
11212,113
6052,1
10482,8
7769,22
11515,114
12112,104
950,96
4480,75
2942,56
4117,23
8291,67
6811,26
8208,69
10503,67
5214,70
4818,70
13120,79
11862,114
9983,31
6934,96
15029,41
5478,116
3458,94
5679,106
6190,56
8403,15
9404,95
8504,67
9187,97
161,57
11061,65
2979,59
4393,79
783,40
2777,110
14687,48
2092,7
7023,30
9659,92
12928,30
10094,20
12174,56
5892,106
8583,67
10696,88
3987,34
14469,54
8354,15
14023,4
4124,39
8439,59
2668,59
2787,10
9055,62
3296,116
3370,102
5216,8
7222,95
10813,84
2263,10
9434,95
931,96
11091,65
4219,47
8534,67
1588,100
669,59
6077,7
8272,67
8869,57
2620,18
14411,5
13793,86
4075,39
12523,102
13798,7
7053,30
11260,22
12817,54
2884,64
9964,31
14455,11
14675,51
12204,56
11667,117
14790,1
285,69
882,59
5412,4
5868,18
6028,7
7773,90
8485,67
4732,16
8469,59
8719,5
4696,93
11933,7
8708,75
3152,0
10614,32
6761,43
961,96
1484,100
8564,67
6503,7
12812,97
2953,56
7705,77
8302,67
3214,60
6984,51
8178,31
4105,39
836,64
7520,31
9036,62
51,23
11446,10
7599,95
12988,30
9457,55
9195,55
6201,56
912,59
8515,67
11187,15
650,59
2601,18
4975,43
13423,106
4202,56
12421,67
5060,87
9468,69
12245,70
1648,100
729,59
863,59
4996,102
12666,100
3318,9
13915,16
12583,102
15375,115
2161,96
805,54
12500,67
7789,47
1421,57
12777,116
12951,3
942,59
1976,50
3237,57
1525,114
680,59
1599,100
13786,50
14128,16
15410,109
3195,60
6805,62
1079,64
201,61
3737,114
14730,84
11037,84
4232,56
12451,67
1372,57
8860,78
9297,79
8799,68
296,69
5026,102
5879,18
6039,7
631,59
328,21
11176,98
1668,55
10854,84
12645,54
1451,57
7538,34
12402,67
1629,100
710,59
10266,62
844,59
14760,84
6969,62
9842,0
10040,15
7450,106
5571,23
7973,110
5120,87
1402,57
10199,8
4428,8
923,59
13110,9
501,70
10713,0
14711,84
7865,55
12658,114
15363,10
8040,56
10220,67
3805,2
12432,67
4507,8
3010,27
5627,39
14264,38
14861,28
5021,0
10034,62
9690,23
309,21
1985,4
4662,67
10171,67
13440,5
8137,110
11566,37
3586,79
13021,9
4458,8
5418,50
2350,102
1987,50
9430,69
10509,62
5743,106
3819,21
10743,0
12066,94
10930,55
4562,65
3717,10
9493,88
11821,34
5497,50
3623,82
6240,94
10617,9
3416,18
4409,8
648,96
5956,106
8729,106
12274,16
5694,106
14032,38
14648,41
4613,3
6096,86
10881,55
8685,36
2732,59
7248,69
4488,8
5971,91
5527,114
10814,1
599,96
10136,86
2049,2
2572,43
3504,23
4729,70
2153,59
7984,110
8454,59
7117,30
11547,37
13421,5
4439,8
13121,9
8759,106
2083,0
5724,106
12047,94
14282,41
6522,86
4777,3
9474,88
2628,59
8051,56
10231,67
8197,110
7278,69
6218,89
12459,38
2104,59
8009,59
170,40
10860,9
11149,112
11760,37
9368,106
6837,97
10307,62
8366,67
10628,117
10661,65
9164,47
13250,15
13833,70
11436,61
13368,7
7267,95
4469,8
4510,9
8225,64
4111,34
1755,26
1796,64
4982,4
3229,60
9638,88
4168,16
6207,51
2530,59
5587,114
12070,54
3694,96
6459,43
8713,3
14705,12
5237,1
12766,23
8396,67
6343,97
12730,100
9194,47
9395,37
10825,28
14680,63
547,40
7297,95
244,2
12021,54
109,43
6336,57
12764,98
8213,67
14118,67
3636,47
3259,60
11954,0
264,65
6692,106
7389,34
9524,43
3261,106
9006,117
9240,55
7669,88
9281,56
10443,84
10462,97
5454,56
4573,78
10679,31
3210,60
2874,74
5269,10
14885,64
6905,106
12992,83
6528,119
5105,87
12849,34
14948,120
7620,88
774,59
8814,68
11049,15
12028,70
4827,79
1291,26
8693,7
9175,47
15402,61
2067,18
10575,95
6516,1
11447,61
11521,10
6722,106
14680,76
12787,95
1667,47
3425,106
12002,54
14457,4
15059,109
4644,79
11086,18
12758,37
3240,60
9723,0
11602,83
4561,44
9461,0
14915,64
4277,56
5056,23
6935,106
12384,55
6673,106
4579,98
5135,87
6310,54
6351,55
3175,79
7370,34
6731,47
9945,49
11095,23
12240,47
12879,34
14133,28
220,8
10836,28
15151,48
15244,10
14366,7
3769,0
6942,1
2855,74
4374,110
9883,110
461,70
9635,8
7486,101
3528,59
14304,31
171,8
9753,0
12229,73
6081,86
3107,2
6703,106
13,65
5280,37
9669,6
9292,56
12360,4
1868,50
3480,18
12088,70
49,18
8056,79
4457,0
14677,20
15274,10
13422,30
9704,0
5301,96
3933,0
9690,65
13064,56
14360,84
14475,34
14797,85
7353,107
12224,79
14896,64
226,65
4615,34
6539,119
10149,121
8927,79
13913,38
14959,120
7369,51
11777,70
4320,116
6147,9
9655,0
7184,5
10880,47
4627,44
12492,15
819,57
9864,110
11856,70
13253,113
12527,9
1434,64
1957,105
5245,93
8118,31
9734,0
10479,117
6062,86
6726,66
7249,107
2727,23
13866,47
7543,59
7135,5
4141,6
13943,38
1233,10
2212,102
12647,10
3084,31
5324,93
2853,98
10590,106
13964,97
7214,5
1806,57
10328,106
13119,5
13795,1
4440,9
14560,91
1184,10
8751,95
13577,65
4637,65
7410,65
4301,116
3905,116
2804,98
6092,86
8148,31
2597,34
5233,96
481,38
10643,117
7165,5
4419,71
11458,37
12936,5
6733,82
13896,47
5833,91
4391,9
1719,61
5907,40
423,33
1135,10
13012,0
9602,86
2315,55
8220,55
5226,56
13426,54
64,100
1836,57
12989,16
4687,7
7397,18
4821,7
7116,5
11657,102
14590,91
15146,80
531,17
1214,10
9435,94
6441,95
7138,23
6716,34
12963,0
10673,117
5439,56
13579,3
2030,44
5585,110
11953,100
12921,3
4845,71
8912,26
14643,102
12186,79
4421,9
15474,30
14541,91
1165,10
1707,64
13613,1
14095,4
2524,57
7391,65
14229,4
4400,71
11265,113
8252,101
11339,62
14620,91
14988,29
10277,9
203,43
4506,9
304,95
8389,106
2718,44
13912,4
14046,4
4495,79
2475,57
6864,26
4233,79
13366,16
1817,57
11855,100
4632,84
8016,9
36,51
12116,104
13088,8
7188,86
4645,23
8960,43
10732,0
80,57
6422,95
9240,97
13643,1
8340,106
10520,117
14042,6
8312,7
6815,26
2627,47
4826,71
7718,22
3182,40
13884,63
1033,96
5945,106
15455,30
771,96
3025,56
3944,97
9071,32
9453,97
2326,55
9191,97
6137,47
2505,57
10089,15
13680,4
8611,47
14819,48
5457,59
4397,79
11246,113
3395,40
6086,1
9589,106
10098,20
11144,65
984,96
6989,34
8587,67
13835,63
14377,117
12718,37
6350,47
4476,79
3994,39
13273,30
2791,10
8099,20
3374,102
11762,114
13553,84
3171,2
9566,95
12694,94
5975,106
12713,107
8941,43
11417,116
2826,4
6081,7
11153,6
5308,57
12669,37
10198,79
4568,18
9138,62
3453,102
13802,7
13766,84
7057,30
10954,62
390,3
128,3
5926,106
7516,86
752,96
13884,76
9393,59
9957,101
10903,16
12620,37
3270,102
4700,93
9089,62
13437,30
4001,92
11403,73
6273,106
6970,34
8568,67
9284,8
2957,56
3076,7
11116,16
12016,7
4949,16
6988,51
5632,9
7349,30
7294,94
7313,107
7087,30
7469,95
9998,31
13608,33
4836,75
6426,55
3036,56
1935,38
6720,7
553,7
10336,26
1095,61
4054,39
13932,93
4188,39
11695,73
2851,10
8159,20
10776,32
11092,9
3890,116
3186,0
6285,52
7897,20
12668,54
13370,97
8598,67
8369,15
14145,93
6858,62
8078,31
3790,114
8212,31
11963,9
12504,67
1731,100
1965,38
14279,29
946,59
8549,67
10065,61
151,84
6056,84
2635,18
3741,114
238,9
2244,96
3920,116
8163,31
10926,97
11578,23
11955,10
7046,5
12698,54
10917,48
1025,59
1548,100
4896,102
14070,40
15149,70
9257,9
6007,84
7980,31
9100,62
4348,4
12851,3
1851,57
1455,57
6997,5
1634,59
14605,91
4350,50
714,59
7844,106
516,74
1113,64
8193,31
8441,96
12904,51
13152,116
13292,5
12802,3
13729,6
8633,37
13459,44
4546,110
2686,40
4981,38
4926,102
1946,38
14637,16
927,59
6918,62
10046,61
13365,116
12969,116
1326,64
6293,10
13494,1
7869,55
13177,65
14077,93
2225,96
14336,24
7027,5
4556,47
12436,67
5631,39
1006,59
1529,100
8267,101
8845,78
4877,102
14676,92
14794,84
7948,55
1143,64
6492,75
1698,57
1436,57
1540,114
5747,106
9317,9
13524,1
6545,86
2913,96
6820,62
7429,106
13334,106
14107,93
10254,67
12783,3
12466,67
3627,82
4907,102
12524,8
4444,75
5960,106
6624,86
10027,61
209,21
2730,96
228,34
13475,1
14741,86
4722,56
10104,15
1728,57
12996,3
1466,57
2063,47
1887,50
4492,8
2384,102
5194,51
684,21
5777,106
13554,1
1124,64
13732,7
8324,59
1679,57
4108,18
13387,9
6408,94
682,96
4474,75
5990,106
8956,43
5728,106
10728,0
13505,1
5566,44
3331,97
4647,3
6526,86
7660,15
7880,55
11221,98
10235,67
13114,79
13287,7
15367,80
7516,7
133,39
12788,94
13963,61
9398,95
895,96
5807,106
12727,84
633,96
5941,106
9356,98
2188,55
2000,4
4039,39
7017,30
11843,37
11545,114
12806,84
4473,8
115,106
712,96
10390,62
11584,42
12544,84
5758,106
6556,86
4013,23
2879,57
7910,55
10804,116
13713,7
7386,18
4714,70
163,39
3162,116
7102,30
2537,64
6871,97
4851,75
11401,42
4092,23
7784,64
15131,109
5709,106
9460,47
184,98
9198,47
9344,101
13893,59
7181,30
14784,1
15422,29
11575,114
7301,95
6468,94
10816,62
9219,106
3663,31
5788,106
6426,97
614,96
10008,37
2692,59
9953,101
13308,79
4020,39
11709,50
6998,30
10790,9
7132,30
12104,54
2171,64
9432,106
3265,106
4485,75
7699,77
11102,15
4357,38
3342,60
7555,69
12340,38
11440,10
7331,95
9189,55
14249,0
820,56
6310,43
644,59
2898,56
6186,7
778,59
2595,18
19,7
9642,37
9179,47
3293,60
8742,9
7162,30
7282,95
15191,109
857,59
8661,57
14652,54
3184,9
3908,40
7678,31
12771,116
3605,2
5248,74
13770,86
74,64
9119,117
1593,100
674,59
8277,67
8874,57
15142,109
3103,57
49,7
12671,114
7830,21
7312,95
9492,106
9170,55
4378,110
9887,110
465,70
625,59
7490,101
11879,70
759,59
15327,10
3651,10
3274,60
9757,0
239,23
12613,65
12511,54
6592,119
9443,69
13851,88
1652,47
15408,120
7684,88
1872,50
12092,70
576,59
12367,9
1555,114
9836,0
15278,10
11847,10
2136,96
6580,1
7444,106
12182,0
7342,95
4262,56
12443,4
3288,79
6543,119
12152,57
9917,110
12567,70
495,70
13885,86
2286,40
14641,69
9930,49
4600,51
12652,114
9149,9
13901,30
9787,0
15357,10
10852,95
6738,65
6939,55
11347,37
10548,98
9607,69
5856,91
1902,50
12122,70
4794,38
565,21
5243,93
7471,101
15308,10
3632,10
1538,2
14697,85
1643,55
6610,1
9738,0
11078,34
9507,67
9424,69
12693,7
11812,29
14429,41
4630,51
3711,10
10375,62
9817,0
4442,0
6011,86
3468,23
15405,64
2117,96
7425,106
13311,56
8679,100
3531,79
4747,47
10578,98
2235,51
4403,8
476,70
10734,116
15338,10
2487,43
6224,86
6620,86
9768,0
8015,56
14424,84
13128,56
11127,47
13336,5
2825,38
10213,121
4019,18
11462,37
5703,91
12145,30
5837,91
6272,19
6258,84
1547,64
12559,84
5996,84
15289,10
13811,5
11321,34
7589,69
11541,37
6133,89
4433,8
4333,70
15016,80
12674,7
13111,8
5492,29
103,94
4592,1
1498,64
2577,94
5395,96
8045,56
14495,85
2676,36
2098,59
8003,59
9937,78
12318,79
298,40
6982,7
15430,70
4384,8
4425,9
1753,61
1913,50
5344,50
12491,7
14007,38
1711,64
4622,65
13722,54
13109,56
8216,59
11108,47
13317,5
4022,6
4404,71
4504,9
7195,7
6240,43
12508,95
12704,7
8655,106
2065,3
2447,105
7714,77
2741,57
9444,37
12799,15
11725,100
7570,69
8671,50
10925,47
11522,37
10622,9
4414,8
4455,9
5374,50
6420,95
9124,32
7123,23
8210,106
13637,67
2558,57
8026,56
13650,6
4830,71
11299,113
10573,9
1278,10
4406,9
6486,82
14208,4
2551,54
5295,107
2771,57
14006,55
2509,57
14823,48
8615,47
7412,18
11075,112
6961,82
4385,71
2088,0
114,57
12984,37
6124,110
5320,56
12722,37
9076,112
3902,102
2243,59
10603,9
11241,0
6475,44
1067,96
9548,107
10126,84
14460,117
6433,47
8687,7
2360,55
11001,18
14330,7
8645,47
14027,6
40,0
11280,113
7703,22
11996,54
12794,34
2634,65
13652,65
278,57
5644,8
2388,9
6595,1
10077,20
6667,106
6345,55
8981,117
9578,107
13948,63
8337,15
8416,79
3705,59
13980,15
8691,18
15045,110
14186,120
13916,30
6674,1
245,1
13839,12
9469,56
4873,23
5355,26
3040,56
6414,47
13337,30
9672,92
8571,74
10422,95
13796,86
9286,56
10681,26
5433,67
14010,15
9318,8
3734,100
3913,102
11967,9
14367,23
6046,1
14890,64
6125,65
6648,106
6326,55
13937,47
13948,76
8318,15
10398,88
3070,56
5164,27
6444,47
5343,29
9407,95
11771,70
8556,72
7145,94
2904,23
9010,13
5997,1
7298,107
7050,5
13564,86
8767,26
12738,7
1951,105
5239,93
8970,62
3299,0
14096,95
2836,10
1747,46
2781,74
7533,95
13094,56
13221,97
14269,23
10764,37
1999,38
1099,10
13198,113
9299,8
13996,93
8325,31
14345,18
1740,43
8445,96
13968,31
9040,13
14871,64
7080,5
6744,56
13277,113
12506,7
4930,102
12110,7
8975,32
8142,31
1196,64
6182,23
7825,95
12973,116
14764,86
2811,74
7159,5
1751,57
10937,86
13124,56
7279,107
11030,48
13848,87
7031,5
1272,59
9632,9
1129,10
13228,113
1263,10
8933,8
6120,84
1409,64
2966,96
6395,23
7952,55
1147,64
8093,31
8475,96
9213,62
7358,107
1568,57
12836,3
7110,5
13359,44
12753,5
4960,102
3045,96
6952,62
9321,9
13573,3
1360,64
2621,34
14197,96
5372,46
14491,85
7323,5
3517,91
7061,5
7529,110
8778,26
13052,8
4449,71
11018,51
5173,102
14334,101
14535,91
1293,10
4911,102
1439,64
4708,2
7385,65
8123,31
13887,55
2734,96
12954,116
222,100
14745,86
1598,57
4363,4
4726,56
235,39
12824,6
2709,39
